,s,TimeStep,Dry_Bulb_Temperature,cool_load,dt,heat_load,tg,period_weight
0,1,1,13.289999999999997,0.0,1,1.615915114030702,15.467650039278134,37
1,1,2,12.86,0.0,1,1.7898148546574042,15.463699356637388,37
2,1,3,12.81,0.0,1,1.8727527457524502,15.459827888728457,37
3,1,4,12.530000000000001,0.0,1,1.997608802030669,15.456494161514485,37
4,1,5,12.25,0.0,1,2.1195313362272907,15.453334343614635,37
5,1,6,11.840000000000002,0.0,1,2.269749231726537,15.449937320940922,37
6,1,7,12.150000000000002,0.0,1,2.2475678400450696,15.44581902222766,37
7,1,8,12.590000000000002,0.0,1,2.1534781097510183,15.442953468931849,37
8,1,9,13.18,0.0,1,2.000333462618318,15.44056125322141,37
9,1,10,14.26,0.0,1,1.6982233050982043,15.438851294627836,37
10,1,11,15.82,0.0,1,1.2351375135713931,15.437925994684646,37
11,1,12,16.98,0.0,1,0.8368385212850628,15.437820920086075,37
12,1,13,18.62,0.0,1,0.3071079529707367,15.43926159016072,37
13,1,14,19.64,0.0,1,0.0,15.43922718176388,37
14,1,15,20.36,0.0,1,0.0,15.438849000058802,37
15,1,16,20.420000000000005,0.0,1,0.0,15.438916664508753,37
16,1,17,19.85,0.0,1,0.0,15.437047850806977,37
17,1,18,19.39,0.0,1,0.0,15.435631246198191,37
18,1,19,18.29,0.0,1,0.0,15.434451182764048,37
19,1,20,16.8,0.0,1,0.0930688535272291,15.431228608199158,37
20,1,21,15.18,0.0,1,0.5767037060634869,15.428116306209025,37
21,1,22,14.01,0.0,1,0.984626921960354,15.42606765732672,37
22,1,23,13.280000000000001,0.0,1,1.2986595384128623,15.424027423602176,37
23,1,24,12.89,0.0,1,1.5267992182734105,15.419102784594664,37
24,2,1,16.26,0.0,1,0.0,16.762939465847506,26
25,2,2,16.1,0.0,1,0.0,16.758107187806495,26
26,2,3,15.840000000000002,0.0,1,0.2045770383202602,16.753660479371447,26
27,2,4,15.75,0.0,1,0.3790734368872857,16.75026168561292,26
28,2,5,15.539999999999997,0.0,1,0.5543932465699333,16.747937625575965,26
29,2,6,15.539999999999997,0.0,1,0.6615757905379013,16.74679122639217,26
30,2,7,15.51,0.0,1,0.7543807880341408,16.747347441740917,26
31,2,8,16.52,0.0,1,0.5742358812145991,16.749143732033176,26
32,2,9,18.25,0.0,1,0.12201763753757032,16.751736481533367,26
33,2,10,19.81,0.0,1,0.0,16.75512416374292,26
34,2,11,21.93,0.0,1,0.0,16.75928585055805,26
35,2,12,23.65,0.0,1,0.0,16.763542078581363,26
36,2,13,25.16,-0.4978903395332931,1,0.0,16.76773248131263,26
37,2,14,26.07,-1.050986337128493,1,0.0,16.772574701497245,26
38,2,15,26.31,-1.384572866119082,1,0.0,16.777290688822365,26
39,2,16,26.01,-1.522620683290793,1,0.0,16.781424675688708,26
40,2,17,25.29,-1.498571764030054,1,0.0,16.785698708727846,26
41,2,18,23.59,-1.1903608178623286,1,0.0,16.79086968315865,26
42,2,19,22.12,-0.8637947413867525,1,0.0,16.795847967507285,26
43,2,20,20.47,-0.4428330696952828,1,0.0,16.799382671041403,26
44,2,21,19.249999999999996,-0.07737350835604555,1,0.0,16.801278097248737,26
45,2,22,18.47,0.0,1,0.0,16.802225780456627,26
46,2,23,17.89,0.0,1,0.0,16.802635163207956,26
47,2,24,17.49,0.0,1,0.0,16.802596271692774,26
48,3,1,19.93,-0.3531593022968397,1,0.0,17.755909055574943,11
49,3,2,19.34,-0.11258434115705643,1,0.0,17.762785705590094,11
50,3,3,18.679999999999996,0.0,1,0.0,17.769884376423587,11
51,3,4,17.91,0.0,1,0.0,17.77696354528331,11
52,3,5,17.21,0.0,1,0.0,17.784596757213556,11
53,3,6,17.23,0.0,1,0.0,17.792192042453447,11
54,3,7,17.08,0.0,1,0.0,17.79967596659184,11
55,3,8,17.43,0.0,1,0.0,17.80773193520013,11
56,3,9,20.53,0.0,1,0.0,17.816471725538623,11
57,3,10,24.0,-0.5050222752535243,1,0.0,17.825521825814437,11
58,3,11,27.27,-1.580377876357082,1,0.0,17.835450031005543,11
59,3,12,29.819999999999997,-2.5180145315180407,1,0.0,17.845718524584584,11
60,3,13,31.24,-3.1840187275124805,1,0.0,17.85651197241198,11
61,3,14,32.16,-3.6867189154994415,1,0.0,17.867660154131677,11
62,3,15,32.86,-4.081340210752985,1,0.0,17.87874428093546,11
63,3,16,32.03,-4.065213757575053,1,0.0,17.889893440921778,11
64,3,17,31.819999999999997,-4.129263183571605,1,0.0,17.900654151273066,11
