,s,TimeStep,Dry_Bulb_Temperature,cool_load,dt,heat_load,tg,period_weight
0,1,1,1.7900000000000011,0.0,1,3.5959362337569023,4.674474489979645,33
1,1,2,1.7900000000000011,0.0,1,3.6194071622474473,4.673558086187064,33
2,1,3,1.4599999999999995,0.0,1,3.686966447006855,4.672435496498656,33
3,1,4,1.1400000000000006,0.0,1,3.75460389798568,4.670842100931416,33
4,1,5,1.329999999999999,0.0,1,3.7506837033426494,4.669218496393805,33
5,1,6,1.0299999999999994,0.0,1,3.811345655840604,4.668137404273001,33
6,1,7,0.8300000000000003,0.0,1,3.859207403754751,4.667924637151718,33
7,1,8,1.4299999999999995,0.0,1,3.7931941859507186,4.668368372388997,33
8,1,9,1.5899999999999999,0.0,1,3.778278267915328,4.668968487721471,33
9,1,10,2.039999999999999,0.0,1,3.7100422732909326,4.669634931442241,33
10,1,11,2.7499999999999996,0.0,1,3.593094843392344,4.6711538297095645,33
11,1,12,3.52,0.0,1,3.452999563344305,4.673431357369861,33
12,1,13,4.669999999999999,0.0,1,3.24970026158901,4.6759129197425775,33
13,1,14,5.299999999999998,0.0,1,3.109178566139918,4.678619064574002,33
14,1,15,5.700000000000001,0.0,1,2.9952785250217184,4.68126081325909,33
15,1,16,5.830000000000001,0.0,1,2.9265283819036205,4.683959332395565,33
16,1,17,5.499999999999999,0.0,1,2.9408607353157588,4.686726973005898,33
17,1,18,4.380000000000001,0.0,1,3.06972819862262,4.688938418492528,33
18,1,19,2.919999999999999,0.0,1,3.2891330702727997,4.690479873228696,33
19,1,20,2.8200000000000003,0.0,1,3.331306673236789,4.691589785282956,33
20,1,21,2.1800000000000006,0.0,1,3.448203932143569,4.6919958003549365,33
21,1,22,1.6199999999999999,0.0,1,3.5584032954079285,4.691571669853804,33
22,1,23,1.5799999999999992,0.0,1,3.5975480894547287,4.690710914815938,33
23,1,24,1.0599999999999992,0.0,1,3.7014083940655866,4.6898618411575965,33
24,2,1,4.11,0.0,1,2.96074386477598,5.93390537766728,45
25,2,2,4.06,0.0,1,3.001132809405457,5.934342269467082,45
26,2,3,3.95,0.0,1,3.046476038835733,5.935096280009138,45
27,2,4,3.6999999999999997,0.0,1,3.1093897945754883,5.936124142250199,45
28,2,5,3.4000000000000004,0.0,1,3.1790843090905407,5.937316205827252,45
29,2,6,3.0300000000000002,0.0,1,3.2590795088269195,5.938336370125571,45
30,2,7,2.6599999999999997,0.0,1,3.3404149356174124,5.939171711034724,45
31,2,8,2.7000000000000006,0.0,1,3.3622443169641367,5.940067519811563,45
32,2,9,3.200000000000001,0.0,1,3.310558147901612,5.940592196099507,45
33,2,10,4.089999999999999,0.0,1,3.190737073380788,5.940860519691769,45
34,2,11,5.59,0.0,1,2.9601202790689736,5.940985435877201,45
35,2,12,6.27,0.0,1,2.8371973362718967,5.941310409890158,45
36,2,13,6.500000000000001,0.0,1,2.7716965940016123,5.942621407058225,45
37,2,14,6.9300000000000015,0.0,1,2.6855000717562656,5.944313054687788,45
38,2,15,6.750000000000002,0.0,1,2.676073102776143,5.945062226661033,45
39,2,16,7.019999999999999,0.0,1,2.619334059795725,5.9455512324171735,45
40,2,17,5.75,0.0,1,2.78966647026198,5.946827757843458,45
41,2,18,5.400000000000001,0.0,1,2.76775364011889,5.948684567790811,45
42,2,19,4.840000000000001,0.0,1,2.856373563476849,5.950619073583161,45
43,2,20,4.65,0.0,1,2.90767477524648,5.95230586958642,45
44,2,21,4.46,0.0,1,2.958265905568001,5.953318469400357,45
45,2,22,4.23,0.0,1,3.0139428064237994,5.95387757973247,45
46,2,23,3.9999999999999996,0.0,1,3.069576630294868,5.954295223351101,45
47,2,24,3.8600000000000003,0.0,1,3.112335233724578,5.954548700832964,45
48,3,1,6.88,0.0,1,2.0641178727176035,6.759724776578056,49
49,3,2,6.3100000000000005,0.0,1,2.207931238213579,6.765380236555659,49
50,3,3,6.46,0.0,1,2.248195782621372,6.77160420675864,49
51,3,4,5.77,0.0,1,2.398574234188559,6.7783004733131795,49
52,3,5,4.929999999999998,0.0,1,2.572335812273357,6.785231201146985,49
53,3,6,4.749999999999998,0.0,1,2.65555686100129,6.7931491571106735,49
54,3,7,4.99,0.0,1,2.6742733736541906,6.801196091076061,49
55,3,8,7.470000000000001,0.0,1,2.3581964378730373,6.808759042329363,49
56,3,9,8.5,0.0,1,2.2108880121577106,6.816615274703587,49
57,3,10,9.140000000000002,0.0,1,2.0983550140573057,6.825102689104276,49
58,3,11,9.749999999999996,0.0,1,1.9877874561640796,6.833280065134867,49
59,3,12,9.990000000000002,0.0,1,1.9188230658940888,6.841142652111709,49
60,3,13,10.629999999999999,0.0,1,1.7847642573397102,6.849435037302542,49
61,3,14,11.21,0.0,1,1.660660670740062,6.857757625241744,49
62,3,15,11.37,0.0,1,1.5750420508778602,6.865475456255593,49
63,3,16,11.340000000000002,0.0,1,1.5236695550129429,6.872553413121501,49
64,3,17,10.84,0.0,1,1.5684196217953037,6.879650020321268,49
65,3,18,10.009999999999998,0.0,1,1.679576914458949,6.886799632058372,49
66,3,19,8.91,0.0,1,1.8474476133664344,6.893931212472667,49
67,3,20,8.03,0.0,1,2.0009431942320246,6.900196291999535,49
68,3,21,7.1000000000000005,0.0,1,2.168971494096646,6.90614309867711,49
69,3,22,6.320000000000001,0.0,1,2.32268640193714,6.912811525046579,49
70,3,23,5.51,0.0,1,2.484995578383051,6.920031886984114,49
71,3,24,4.759999999999999,0.0,1,2.6428864951539195,6.927157905958578,49
72,4,1,10.350000000000001,0.0,1,1.2459320083284138,10.03510460740051,19
73,4,2,10.03,0.0,1,1.351963512856748,10.035713586676628,19
74,4,3,9.900000000000004,0.0,1,1.42720275256506,10.036357160806403,19
75,4,4,9.8,0.0,1,1.4925757679394076,10.037377808219572,19
76,4,5,9.55,0.0,1,1.574276028196941,10.038586201221724,19
77,4,6,10.02,0.0,1,1.5488334270712445,10.03985477462989,19
78,4,7,11.129999999999999,0.0,1,1.415156168268851,10.041621389253558,19
79,4,8,12.469999999999999,0.0,1,1.2274509776600864,10.044133982383531,19
80,4,9,13.370000000000003,0.0,1,1.0752601593229103,10.047308222609722,19
81,4,10,13.990000000000002,0.0,1,0.9515250487381715,10.051304297291988,19
82,4,11,14.710000000000003,0.0,1,0.8158829962283854,10.056054212792867,19
83,4,12,15.149999999999999,0.0,1,0.6864869448039308,10.061705308328271,19
84,4,13,15.36,0.0,1,0.5883138986441608,10.067588230163407,19
85,4,14,15.78,0.0,1,0.458471147346231,10.073178422459884,19
86,4,15,15.74,0.0,1,0.41269732916901697,10.078502478972808,19
